189.;06/11/100/0000367/2017;PMD;2017-02-13;2017-02-28;;155/00070/17/A1/210;2017-02-28;100.80;;7.29;0.00;108.09
190.;06/11/100/0000368/2017;DNS;2017-02-13;2017-02-28;;155/00068/17/A1/210;2017-02-28;100.80;;0.00;0.00;100.80
191.;06/11/100/0000368/2017;PMD;2017-02-13;2017-02-28;;155/00068/17/A1/210;2017-02-28;100.80;;14.58;0.00;115.38
192.;06/11/100/0000369/2017;DNS;2017-02-13;2017-02-28;;155/00076/17/A1/210;2017-02-28;100.80;;0.00;0.00;100.80
193.;06/11/100/0000369/2017;PMD;2017-02-13;2017-02-28;;155/00076/17/A1/210;2017-02-28;100.80;;6.72;0.00;107.52
194.;06/11/100/0000370/2017;DNS;2017-02-13;2017-02-28;;155/00067/17/A1/210;2017-02-28;100.80;;0.00;0.00;100.80
195.;06/11/100/0000370/2017;PMD;2017-02-13;2017-02-28;;155/00067/17/A1/210;2017-02-28;100.80;;7.29;0.00;108.09
196.;06/11/100/0000371/2017;VEC;2017-02-13;2017-02-13;41260;243/00011/17/X/210;2017-02-28;84.00;;164.32;0.00;248.32
197.;06/11/100/0000371/2017;WSV;2017-02-13;2017-02-13;41259;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
198.;06/11/100/0000372/2017;DNS;2017-02-14;2017-02-28;;155/00065/17/A1/210;2017-02-28;100.80;;0.00;0.00;100.80
199.;06/11/100/0000372/2017;PMD;2017-02-14;2017-02-28;;155/00065/17/A1/210;2017-02-28;100.80;;6.72;0.00;107.52
200.;06/11/100/0000373/2017;NMK;2017-02-14;2017-02-14;;100/00172/17/1/210;2017-02-14;42.00;;0.00;0.00;42.00
201.;06/11/100/0000374/2017;NMK;2017-02-14;2017-02-14;;100/00175/17/1/210;2017-02-14;162.75;;121.90;219.51;504.16
202.;06/11/100/0000375/2017;NMK;2017-02-14;2017-02-14;;100/00176/17/1/210;2017-02-14;0.00;;0.00;79.67;79.67
203.;06/11/100/0000375/2017;PMK;2017-02-14;2017-02-14;;100/00176/17/1/210;2017-02-14;535.50;;258.17;0.00;793.67
204.;06/11/100/0000376/2017;NMK;2017-02-14;2017-02-14;;100/00173/17/1/210;2017-02-14;42.00;;74.63;0.00;116.63
205.;06/11/100/0000376/2017;VEC;2017-02-14;2017-02-18;41444;243/00011/17/X/210;2017-02-28;117.60;;0.00;0.00;117.60
206.;06/11/100/0000377/2017;PMK;2017-02-14;2017-02-21;;100/00189/17/1/210;2017-02-21;455.00;;263.10;0.00;718.10
207.;06/11/100/0000378/2017;WSV;2017-02-14;2017-02-18;41436;243/00011/17/X/210;2017-02-28;319.20;;353.57;0.00;672.77
208.;06/11/100/0000379/2017;WSV;2017-02-15;2017-02-15;41361;243/00011/17/X/210;2017-02-28;957.60;;391.68;0.00;1349.28
209.;06/11/100/0000380/2017;PMK;2017-02-15;2017-02-15;;100/00177/17/1/210;2017-02-15;813.75;;285.44;0.00;1099.19
210.;06/11/100/0000380/2017;WSV;2017-02-15;2017-02-15;41350;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
211.;06/11/100/0000381/2017;WSV;2017-02-15;2017-02-15;41345;243/00011/17/X/210;2017-02-28;319.20;;353.57;0.00;672.77
212.;06/11/100/0000382/2017;DNS;2017-02-15;2017-02-27;;155/00064/17/A1/210;2017-02-27;33.60;;958.83;0.00;992.43
213.;06/11/100/0000382/2017;PMD;2017-02-15;2017-02-27;;155/00064/17/A1/210;2017-02-27;100.80;;6.72;0.00;107.52
214.;06/11/100/0000383/2017;KDP;2017-02-15;2017-02-15;;144/00015/17/A1/210;2017-02-15;336.00;;237.20;0.00;573.20
215.;06/11/100/0000384/2017;KDP;2017-02-15;2017-02-18;;144/00016/17/A1/210;2017-02-18;336.00;;237.20;0.00;573.20
216.;06/11/100/0000385/2017;DNS;2017-02-15;2017-02-28;;155/00074/17/A1/210;2017-02-28;0.00;;1144.75;0.00;1144.75
217.;06/11/100/0000385/2017;PMD;2017-02-15;2017-02-28;;155/00074/17/A1/210;2017-02-28;100.80;;6.72;0.00;107.52
218.;06/11/100/0000386/2017;WSV;2017-02-16;2017-02-16;41372;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
219.;06/11/100/0000387/2017;WSV;2017-02-16;2017-02-16;41388;243/00011/17/X/210;2017-02-28;672.00;;7693.62;0.00;8365.62
220.;06/11/100/0000388/2017;NMK;2017-02-16;2017-02-16;;100/00178/17/1/210;2017-02-16;0.00;;70.87;0.00;70.87
221.;06/11/100/0000388/2017;WSV;2017-02-16;2017-02-16;41382;243/00011/17/X/210;2017-02-28;957.60;;391.68;0.00;1349.28
222.;06/11/100/0000389/2017;DNS;2017-02-16;2017-02-27;;155/00057/17/A1/210;2017-02-27;0.00;;615.95;0.00;615.95
223.;06/11/100/0000389/2017;PMD;2017-02-16;2017-02-27;;155/00057/17/A1/210;2017-02-27;100.80;;13.43;0.00;114.23
224.;06/11/100/0000390/2017;PMK;2017-02-17;2017-02-21;;100/00188/17/1/210;2017-02-21;455.00;;121.31;0.00;576.31
225.;06/11/100/0000391/2017;PMK;2017-02-17;2017-02-27;;100/00210/17/1/210;2017-02-27;375.00;;256.76;0.00;631.76
226.;06/11/100/0000392/2017;NMK;2017-02-17;2017-02-17;;100/00181/17/1/210;2017-02-17;99.75;;27.64;0.00;127.39
227.;06/11/100/0000394/2017;PMK;2017-02-17;2017-02-17;;100/00180/17/1/210;2017-02-17;1071.00;;276.85;0.00;1347.85
228.;06/11/100/0000395/2017;NMK;2017-02-17;2017-02-17;;100/00182/17/1/210;2017-02-17;498.75;;166.09;0.00;664.84
229.;06/11/100/0000396/2017;NMK;2017-02-17;2017-02-21;;100/00187/17/1/210;2017-02-21;0.00;;0.00;178.87;178.87
230.;06/11/100/0000397/2017;WSV;2017-02-18;2017-02-18;41442;243/00011/17/X/210;2017-02-28;957.60;;391.68;0.00;1349.28
231.;06/11/100/0000398/2017;NMK;2017-02-20;2017-02-20;;100/00185/17/1/210;2017-02-20;525.00;;422.34;0.00;947.34
232.;06/11/100/0000399/2017;PMK;2017-02-20;2017-02-20;;100/00183/17/1/210;2017-02-20;560.00;;103.18;0.00;663.18
233.;06/11/100/0000399/2017;VEC;2017-02-20;2017-02-24;41643;243/00011/17/X/210;2017-02-28;168.00;;65.67;0.00;233.67
234.;06/11/100/0000399/2017;WSV;2017-02-20;2017-02-24;41642;243/00011/17/X/210;2017-02-28;319.20;;353.57;0.00;672.77
235.;06/11/100/0000400/2017;PMK;2017-02-20;2017-02-20;;100/00186/17/1/210;2017-02-20;1330.00;;1812.72;0.00;3142.72
236.;06/11/100/0000401/2017;PMK;2017-02-20;2017-02-20;;100/00184/17/1/210;2017-02-20;630.00;;124.75;0.00;754.75
237.;06/11/100/0000402/2017;WSV;2017-02-20;2017-02-21;41494;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
238.;06/11/100/0000403/2017;PMU;2017-02-21;2017-02-22;;144/00018/17/A1/210;2017-02-22;168.00;;0.00;0.00;168.00
239.;06/11/100/0000404/2017;DNS;2017-02-21;2017-02-23;;155/00055/17/A1/210;2017-02-23;168.00;;1872.64;0.00;2040.64
240.;06/11/100/0000404/2017;PMD;2017-02-21;2017-02-23;;155/00055/17/A1/210;2017-02-23;100.80;;6.72;0.00;107.52
241.;06/11/100/0000406/2017;PMK;2017-02-21;2017-02-21;;100/00191/17/1/210;2017-02-21;665.00;;272.98;0.00;937.98
242.;06/11/100/0000410/2017;NMK;2017-02-21;2017-02-21;;100/00190/17/1/210;2017-02-21;133.00;;207.80;0.00;340.80
243.;06/11/100/0000410/2017;WSV;2017-02-21;2017-02-21;41502;243/00011/17/X/210;2017-02-28;201.60;;1097.48;0.00;1299.08
244.;06/11/100/0000411/2017;KDP;2017-02-21;2017-02-21;;144/00017/17/A1/210;2017-02-21;336.00;;140.01;0.00;476.01
245.;06/11/100/0000413/2017;PMK;2017-02-22;2017-02-23;;100/00197/17/1/210;2017-02-23;225.00;;127.49;0.00;352.49
246.;06/11/100/0000414/2017;NMK;2017-02-22;2017-02-22;;100/00194/17/1/210;2017-02-22;332.50;;46.61;0.00;379.11
247.;06/11/100/0000416/2017;NMK;2017-02-22;2017-02-23;;100/00198/17/1/210;2017-02-23;1102.50;;1287.75;0.00;2390.25
248.;06/11/100/0000417/2017;NMK;2017-02-22;2017-02-22;;100/00193/17/1/210;2017-02-22;299.25;;363.34;0.00;662.59
249.;06/11/100/0000419/2017;WSV;2017-02-22;2017-02-22;41542;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
250.;06/11/100/0000421/2017;WSV;2017-02-22;2017-02-23;41570;243/00011/17/X/210;2017-02-28;957.60;;391.68;0.00;1349.28
251.;06/11/100/0000422/2017;WSV;2017-02-23;2017-02-23;41549;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
252.;06/11/100/0000423/2017;NMK;2017-02-23;2017-02-23;;100/00200/17/1/210;2017-02-23;140.00;;123.56;0.00;263.56
253.;06/11/100/0000423/2017;WSV;2017-02-23;2017-02-23;41557;243/00011/17/X/210;2017-02-28;957.60;;400.94;0.00;1358.54
254.;06/11/100/0000424/2017;NMK;2017-02-23;2017-02-23;;100/00199/17/1/210;2017-02-23;175.00;;0.00;0.00;175.00
255.;06/11/100/0000427/2017;PMK;2017-02-23;2017-02-24;;100/00204/17/1/210;2017-02-24;630.00;;197.47;0.00;827.47
256.;06/11/100/0000428/2017;WSV;2017-02-24;2017-02-24;41619;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
257.;06/11/100/0000429/2017;NMK;2017-02-24;2017-02-24;;100/00202/17/1/210;2017-02-24;105.00;;140.85;0.00;245.85
258.;06/11/100/0000430/2017;PMK;2017-02-24;2017-02-24;;100/00203/17/1/210;2017-02-24;651.00;;291.40;0.00;942.40
259.;06/11/100/0000430/2017;VEC;2017-02-24;2017-02-24;41632;243/00011/17/X/210;2017-02-28;336.00;;20.11;0.00;356.11
260.;06/11/100/0000431/2017;NMK;2017-02-24;2017-02-24;;100/00201/17/1/210;2017-02-24;289.80;;1048.13;0.00;1337.93
261.;06/11/100/0000433/2017;DNS;2017-02-24;2017-02-28;;155/00073/17/A1/210;2017-02-28;537.60;;2599.19;0.00;3136.79
262.;06/11/100/0000433/2017;PMD;2017-02-24;2017-02-28;;155/00073/17/A1/210;2017-02-28;100.80;;0.00;0.00;100.80
263.;06/11/100/0000435/2017;NMK;2017-02-25;2017-02-25;;100/00206/17/1/210;2017-02-25;283.50;;1088.40;0.00;1371.90
264.;06/11/100/0000435/2017;PMK;2017-02-25;2017-02-25;;100/00206/17/1/210;2017-02-25;630.00;;290.57;0.00;920.57
265.;06/11/100/0000436/2017;NMK;2017-02-27;2017-02-28;;100/00214/17/1/210;2017-02-28;2583.00;;4591.29;79.67;7253.96
266.;06/11/100/0000436/2017;WSV;2017-02-27;2017-02-27;41716;243/00011/17/X/210;2017-02-28;688.80;;35.16;0.00;723.96
267.;06/11/100/0000437/2017;PMK;2017-02-27;2017-02-27;;100/00212/17/1/210;2017-02-27;2115.75;;1481.86;0.00;3597.61
268.;06/11/100/0000438/2017;PMK;2017-02-27;2017-02-27;;100/00211/17/1/210;2017-02-27;831.25;;836.80;0.00;1668.05
269.;06/11/100/0000442/2017;NMK;2017-02-27;2017-02-28;;100/00215/17/1/210;2017-02-28;400.40;;2591.49;200.00;3191.89
270.;06/11/100/0000443/2017;KDP;2017-02-27;2017-02-27;;144/00019/17/A1/210;2017-02-27;336.00;;135.71;0.00;471.71
271.;06/11/100/0000443/2017;WSV;2017-02-27;2017-02-27;41739;243/00011/17/X/210;2017-02-28;134.40;;0.00;0.00;134.40
272.;06/11/100/0000445/2017;PMK;2017-02-28;2017-02-28;;100/00221/17/1/210;2017-02-28;700.00;;507.69;0.00;1207.69
273.;06/11/100/0000445/2017;SPD;2017-02-28;2017-02-28;;100/00221/17/1/210;2017-02-28;105.00;;0.00;0.00;105.00
274.;06/11/100/0000447/2017;PMK;2017-02-28;2017-02-28;;100/00216/17/1/210;2017-02-28;910.00;;242.45;0.00;1152.45
275.;06/11/100/0000447/2017;SPD;2017-02-28;2017-02-28;;100/00216/17/1/210;2017-02-28;0.00;;0.00;178.87;178.87
276.;06/11/100/0000448/2017;PMK;2017-02-28;2017-02-28;;100/00218/17/1/210;2017-02-28;630.00;;469.34;0.00;1099.34
277.;06/11/100/0000449/2017;PMP;;2017-02-28;2017-02-28;;100/00220/17/1/210;2017-02-28;950.60;;259.54;0.00;1210.14
278.;06/11/100/0000449/2017;SPD;;2017-02-28;2017-02-28;;100/00220/17/1/210;2017-02-28;101.85;;0.00;0.00;101.85
279.;06/11/100/0000452/2017;PMK;;2017-02-28;2017-02-28;;100/00219/17/1/210;2017-02-28;892.50;;1803.46;0.00;2695.96
280.;06/11/100/0002110/2016;PMK;;2016-11-17;2017-02-27;;100/00208/17/1/210;2017-02-27;250.00;;126.95;0.00;376.95
281.;06/11/100/0002203/2016;SWO;;2016-11-25;2017-02-28;;100/00213/17/1/210;2017-02-28;245.00;;0.00;0.00;245.00
282.;06/11/100/0002203/2016;SWO-k;;2016-11-25;2016-11-25;;100/00001/17/2/210;2017-02-28;-245.00;;0.00;0.00;-245.00
283.;06/11/110/0000007/2017;BZW;;2017-01-17;2017-02-28;;166/00003/17/A1/210;2017-02-28;2394.00;;2507.74;0.00;4901.74
284.;06/11/110/0000009/2017;BTU;;2017-01-19;2017-01-23;;110/00027/17/1/210;2017-02-27;1689.00;;255.68;0.00;1944.68
285.;06/11/110/0000010/2017;BTU;;2017-01-19;2017-02-08;;110/00020/17/1/210;2017-02-08;5166.00;;16801.75;0.00;21967.75
286.;06/11/110/0000016/2017;BTU;;2017-01-25;2017-02-03;;110/00018/17/1/210;2017-02-03;1108.50;;803.62;0.00;1912.12
287.;06/11/110/0000016/2017;BTU;;2017-01-25;2017-02-03;;110/00019/17/1/210;2017-02-03;4995.00;;1852.58;0.00;6847.58
288.;06/11/110/0000019/2017;BTU;;2017-01-31;2017-02-03;;110/00017/17/1/210;2017-02-03;1036.00;;9303.82;0.00;10339.82
289.;06/11/110/0000020/2017;DNS;;2017-02-01;2017-02-03;;166/00001/17/A1/210;2017-02-03;39.30;;0.00;0.00;39.30
290.;06/11/110/0000022/2017;BTU;;2017-02-08;2017-02-16;;110/00021/17/1/210;2017-02-16;1568.00;;3098.29;0.00;4666.29
291.;06/11/110/0000024/2017;BTU;;2017-02-09;2017-02-21;;110/00024/17/1/210;2017-02-21;252.00;;1551.48;0.00;1803.48
292.;06/11/110/0000025/2017;DNS;;2017-02-13;2017-02-14;;166/00002/17/A1/210;2017-02-14;131.00;;0.00;0.00;131.00
293.;06/11/110/0000026/2017;BTU;;2017-02-14;2017-02-24;;110/00025/17/1/210;2017-02-24;315.00;;1845.60;0.00;2160.60
294.;06/11/110/0000027/2017;BTU;;2017-02-15;2017-02-24;;110/00026/17/1/210;2017-02-24;2595.60;;4304.17;300.00;7199.77
295.;06/11/110/0000028/2017;BKL;;2017-02-15;2017-02-17;;110/00022/17/1/210;2017-02-17;700.00;;0.00;0.00;700.00
296.;06/11/110/0000029/2017;BTU;;2017-02-16;2017-02-20;;110/00023/17/1/210;2017-02-20;663.00;;2256.50;0.00;2919.50
297.;06/11/110/0000030/2017;BTU;;2017-02-20;2017-02-28;;110/00029/17/1/210;2017-02-28;938.00;;3602.44;0.00;4540.44
298.;06/11/110/0000031/2017;BTU;;2017-02-20;2017-02-28;;110/00032/17/1/210;2017-02-28;350.00;;1630.99;200.00;2180.99
299.;06/11/110/0000035/2017;BTU;;2017-02-22;2017-02-28;;110/00030/17/1/210;2017-02-28;765.00;;2157.05;0.00;2922.05
300.;06/11/110/0000035/2017;BTU;;2017-02-22;2017-02-28;;110/00031/17/1/210;2017-02-28;1290.00;;40.17;0.00;1330.17
301.;06/11/110/0000039/2017;DNS;;2017-02-27;2017-02-28;;166/00004/17/A1/210;2017-02-28;78.60;;0.00;0.00;78.60
302.;06/11/110/0000275/2016;BTU;;2016-12-19;2017-01-24;;110/00028/17/1/210;2017-02-27;1605.00;;3165.56;0.00;4770.56
