OTH-405 Zestawienie dokumentów magazynowych za okres od 2017-02-01 do 2017-02-28Oddzia³ (06) 210-LEXUS WARSZAWA-PULAWSKA (210), Dzia³ (21) 210 MAGAZYN LEXUSPodsumowania po dokumentach w³asnychWybrano dokumenty z fakturami/specyfikacjami sprzeda¿y i bez faktur/specyfikacji sprzeda¿y;;;;;;;;
Symb.dok.;Nr dokumentu;z dnia;Komórka organizacyjnaKontrahent;Nr dokumentuzakupowego/sprzeda¿y/zlecenia;;Iloœæpozycji;Wart. wgcen zak.;Wart. wgcen sprz.
RwZ;06/21/200/0000511/2017;2017-02-14;100-Serwis mechaniczny;Zl 06/11/100/0000368/2017;;1;14.58;14.97
RwZ;06/21/200/0000512/2017;2017-02-14;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000022/2017;;1;12.50;17.60
RwZ;06/21/200/0000513/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000370/2017;;1;7.29;7.49
RwZ;06/21/200/0000514/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000365/2017;;1;14.58;14.97
RwZ;06/21/200/0000515/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000379/2017;;3;391.68;460.80
RwZ;06/21/200/0000516/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000380/2017;;11;285.44;587.67
RwZ;06/21/200/0000517/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000381/2017;;2;353.57;415.96
RwZ;06/21/200/0000518/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000379/2017;;1;16.88;23.13
RwZ;06/21/200/0000519/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000383/2017;;4;237.20;545.59
RwZ;06/21/200/0000520/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000284/2017;;2;845.83;1215.57
RwZ;06/21/200/0000521/2017;2017-02-15;100-Serwis mechaniczny;Zl 06/11/100/0000384/2017;;4;237.20;545.59
RwZ;06/21/200/0000522/2017;2017-02-15;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000026/2017;;1;78.47;99.00
RwZ;06/21/200/0000523/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000356/2017;;1;14.58;14.97
RwZ;06/21/200/0000524/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000350/2017;;1;6.72;12.93
RwZ;06/21/200/0000525/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000388/2017;;3;391.68;460.80
RwZ;06/21/200/0000526/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000387/2017;;2;7693.62;9046.39
RwZ;06/21/200/0000527/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000388/2017;;2;70.87;128.87
RwZ;06/21/200/0000528/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000353/2017;;1;20.04;26.72
RwZ;06/21/200/0000529/2017;2017-02-16;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000029/2017;;1;919.25;1259.25
RwZ;06/21/200/0000530/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000382/2017;;3;958.83;1213.70
RwZ;06/21/200/0000531/2017;2017-02-16;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000027/2017;;1;78.47;99.00
RwZ;06/21/200/0000532/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000389/2017;;3;622.67;792.61
RwZ;06/21/200/0000533/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000389/2017;;1;13.43;25.86
RwZ;06/21/200/0000534/2017;2017-02-16;100-Serwis mechaniczny;Zl 06/11/100/0000385/2017;;1;6.72;12.93
RwZ;06/21/200/0000535/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000390/2017;;7;254.80;577.76
RwZ;06/21/200/0000536/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000391/2017;;5;182.00;272.72
RwZ;06/21/200/0000537/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000391/2017;;1;72.78;254.54
RwZ;06/21/200/0000538/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000391/2017;;2;74.75;128.87
RwZ;06/21/200/0000539/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000393/2017;;8;367.40;717.90
RwZ;06/21/200/0000540/2017;2017-02-17;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000210/2016;;1;1711.03;2281.37
RwZ;06/21/200/0000541/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000392/2017;;1;27.64;37.05
RwZ;06/21/200/0000542/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000394/2017;;8;280.59;603.98
RwZ;06/21/200/0000543/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000394/2017;;2;10.65;19.97
RwZ;06/21/200/0000544/2017;2017-02-17;100-Serwis mechaniczny;Zl 06/11/100/0000395/2017;;7;166.09;465.16
RwZ;06/21/200/0000545/2017;2017-02-18;100-Serwis mechaniczny;Zl 06/11/100/0000397/2017;;3;391.68;460.80
RwZ;06/21/200/0000546/2017;2017-02-18;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000029/2017;;2;30.08;41.56
RwZ;06/21/200/0000547/2017;2017-02-18;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000027/2017;;3;55.80;74.72
RwZ;06/21/200/0000548/2017;2017-02-20;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000029/2017;;1;100.00;135.00
RwZ;06/21/200/0000549/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000398/2017;;5;276.05;606.39
RwZ;06/21/200/0000550/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000401/2017;;8;257.08;587.57
RwZ;06/21/200/0000551/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000401/2017;;1;23.20;40.00
RwZ;06/21/200/0000552/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000400/2017;;11;500.14;902.41
RwZ;06/21/200/0000553/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000399/2017;;5;120.34;333.92
RwZ;06/21/200/0000554/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000396/2017;;3;367.76;490.99
RwZ;06/21/200/0000555/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000398/2017;;1;146.29;218.34
RwZ;06/21/200/0000556/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000396/2017;;1;27.64;37.05
RwZ;06/21/200/0000557/2017;2017-02-20;100-Serwis mechaniczny;Zl 06/11/100/0000400/2017;;5;1312.58;1963.30
RwZ;06/21/200/0000558/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000192/2017;;9;5593.48;6943.70
RwZ;06/21/200/0000559/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000404/2017;;1;1872.64;4928.00
RwZ;06/21/200/0000560/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000406/2017;;7;272.98;637.98
RwZ;06/21/200/0000561/2017;2017-02-21;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000031/2017;;6;1630.99;2269.44
RwZ;06/21/200/0000562/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000385/2017;;1;681.12;1584.00
RwZ;06/21/200/0000563/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000404/2017;;1;6.72;12.93
RwZ;06/21/200/0000564/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000399/2017;;2;353.57;415.96
RwZ;06/21/200/0000565/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000410/2017;;2;1097.48;1291.15

Dealer Management System wer.4.14.554.0 Sporz¹dzi³: Administrator aplikacji 2017-06-27 12:57:34;;;;;strona 3 / 5;;;
OTH-405 Zestawienie dokumentów magazynowych za okres od 2017-02-01 do 2017-02-28Oddzia³ (06) 210-LEXUS WARSZAWA-PULAWSKA (210), Dzia³ (21) 210 MAGAZYN LEXUSPodsumowania po dokumentach w³asnychWybrano dokumenty z fakturami/specyfikacjami sprzeda¿y i bez faktur/specyfikacji sprzeda¿y;;;;;;;;
Symb.dok.;Nr dokumentu;z dnia;Komórka organizacyjnaKontrahent;Nr dokumentuzakupowego/sprzeda¿y/zlecenia;;Iloœæpozycji;Wart. wgcen zak.;Wart. wgcen sprz.
RwZ;06/21/200/0000566/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000410/2017;;2;110.76;139.50
RwZ;06/21/200/0000567/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000410/2017;;1;27.64;37.05
RwZ;06/21/200/0000568/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000192/2017;;3;309.31;402.19
RwZ;06/21/200/0000569/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000264/2017;;2;1818.69;2557.50
RwZ;06/21/200/0000570/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000264/2017;;1;22.04;38.00
RwZ;06/21/200/0000571/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000399/2017;;1;65.67;98.02
RwZ;06/21/200/0000572/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000399/2017;;1;203.01;270.68
RwZ;06/21/200/0000573/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000410/2017;;2;69.40;119.65
RwZ;06/21/200/0000574/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000411/2017;;4;140.01;372.14
RwZ;06/21/200/0000575/2017;2017-02-21;100-Serwis mechaniczny;Zl 06/11/100/0000412/2017;;1;6.72;12.93
RwZ;06/21/200/0000576/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000414/2017;;1;41.93;62.58
RwZ;06/21/200/0000577/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000385/2017;;1;252.12;344.72
RwZ;06/21/200/0000578/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000385/2017;;1;211.51;267.74
RwZ;06/21/200/0000579/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000416/2017;;12;483.25;966.41
RwZ;06/21/200/0000580/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000417/2017;;2;130.24;167.85
RwZ;06/21/200/0000581/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000417/2017;;1;233.10;305.70
RwZ;06/21/200/0000582/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000416/2017;;4;802.22;1279.73
RwZ;06/21/200/0000583/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000284/2017;;3;2400.17;2653.87
RwZ;06/21/200/0000584/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000413/2017;;3;100.40;303.86
RwZ;06/21/200/0000585/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000414/2017;;1;4.68;5.20
RwZ;06/21/200/0000586/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000192/2017;;1;57.32;83.16
RwZ;06/21/200/0000587/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000418/2017;;8;256.09;723.05
RwZ;06/21/200/0000588/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000418/2017;;5;1080.54;1609.18
RwZ;06/21/200/0000589/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000420/2017;;12;530.26;922.07
RwZ;06/21/200/0000590/2017;2017-02-22;100-Serwis mechaniczny;Zl 06/11/100/0000418/2017;;2;73.38;126.52
RwZ;06/21/200/0000591/2017;2017-02-23;100-Serwis mechaniczny;Zl 06/11/100/0000413/2017;;1;101.52;141.03
RwZ;06/21/200/0000592/2017;2017-02-23;100-Serwis mechaniczny;Zl 06/11/100/0000421/2017;;7;416.46;499.72
RwZ;06/21/200/0000593/2017;2017-02-23;100-Serwis mechaniczny;Zl 06/11/100/0000418/2017;;1;13.43;25.86
RwZ;06/21/200/0000594/2017;2017-02-23;100-Serwis mechaniczny;Zl 06/11/100/0000416/2017;;1;2.28;9.81
RwZ;06/21/200/0000595/2017;2017-02-23;100-Serwis mechaniczny;Zl 06/11/100/0000423/2017;;5;524.50;621.26
RwZ;06/21/200/0000596/2017;2017-02-23;100-Serwis mechaniczny;Zl 06/11/100/0000420/2017;;7;1301.44;1855.19
RwZ;06/21/200/0000597/2017;2017-02-23;100-Serwis mechaniczny;Zl 06/11/100/0000427/2017;;8;197.47;480.40
RwZ;06/21/200/0000598/2017;2017-02-23;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000036/2017;;1;8.75;12.32
RwZ;06/21/200/0000599/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000429/2017;;1;3.36;9.85
RwZ;06/21/200/0000600/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000429/2017;;2;137.49;260.52
RwZ;06/21/200/0000601/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000430/2017;;7;291.40;695.90
RwZ;06/21/200/0000602/2017;2017-02-24;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000026/2017;;1;106.52;185.31
RwZ;06/21/200/0000603/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000425/2017;;1;2.12;9.70
RwZ;06/21/200/0000604/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000425/2017;;1;37.25;51.85
RwZ;06/21/200/0000605/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000430/2017;;1;20.11;26.72
RwZ;06/21/200/0000606/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000431/2017;;1;1048.13;1397.51
RwZ;06/21/200/0000607/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000432/2017;;1;209.06;278.74
RwZ;06/21/200/0000608/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000426/2017;;1;2761.79;3495.94
RwZ;06/21/200/0000609/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000433/2017;;1;6.72;12.93
RwZ;06/21/200/0000610/2017;2017-02-24;100-Serwis mechaniczny;Zl 06/11/100/0000430/2017;;1;6.72;12.93
RwZ;06/21/200/0000611/2017;2017-02-25;100-Serwis mechaniczny;Zl 06/11/100/0000435/2017;;5;1111.28;1655.04
RwZ;06/21/200/0000612/2017;2017-02-25;100-Serwis mechaniczny;Zl 06/11/100/0000435/2017;;7;254.93;688.73
RwZ;06/21/200/0000613/2017;2017-02-25;100-Serwis mechaniczny;Zl 06/11/100/0000435/2017;;1;55.28;74.10
RwZ;06/21/200/0000614/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000409/2017;;2;2768.51;3508.87
RwZ;06/21/200/0000615/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000437/2017;;11;607.65;1168.47
RwZ;06/21/200/0000616/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000441/2017;;3;391.68;460.80
RwZ;06/21/200/0000617/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000426/2017;;1;1088.76;2532.00
RwZ;06/21/200/0000618/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000443/2017;;7;187.16;459.18
RwZ;06/21/200/0000619/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000436/2017;;7;4443.84;5903.26
RwZ;06/21/200/0000620/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000433/2017;;2;2592.47;3281.61
RwZ;06/21/200/0000621/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000382/2017;;1;6.72;12.93
RwZ;06/21/200/0000622/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000409/2017;;1;387.84;606.00
RwZ;06/21/200/0000623/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000391/2017;;1;99.26;137.90
RwZ;06/21/200/0000624/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000436/2017;;3;182.61;589.32
RwZ;06/21/200/0000625/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000437/2017;;2;544.14;810.07
RwZ;06/21/200/0000626/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000409/2017;;1;252.12;344.72
RwZ;06/21/200/0000627/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000438/2017;;8;197.29;473.05
RwZ;06/21/200/0000628/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000438/2017;;3;639.51;886.85
RwZ;06/21/200/0000629/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000426/2017;;1;252.12;344.72
RwZ;06/21/200/0000630/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000439/2017;;1;6.72;12.93
RwZ;06/21/200/0000631/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000439/2017;;2;395.72;609.56
RwZ;06/21/200/0000632/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000437/2017;;1;223.10;332.98
RwZ;06/21/200/0000633/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000442/2017;;3;772.80;1155.25
RwZ;06/21/200/0000634/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000437/2017;;1;27.64;37.05
RwZ;06/21/200/0000635/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000440/2017;;1;6.72;12.93
RwZ;06/21/200/0000636/2017;2017-02-27;100-Serwis mechaniczny;Zl 06/11/100/0000437/2017;;2;79.33;136.77
RwZ;06/21/200/0000637/2017;2017-02-28;100-Serwis mechaniczny;Zl 06/11/100/0000445/2017;;6;258.54;577.07
RwZ;06/21/200/0000638/2017;2017-02-28;100-Serwis mechaniczny;Zl 06/11/100/0000372/2017;;1;6.72;12.93
RwZ;06/21/200/0000639/2017;2017-02-28;100-Serwis mechaniczny;Zl 06/11/100/0000446/2017;;4;143.32;383.71
RwZ;06/21/200/0000640/2017;2017-02-28;100-Serwis mechaniczny;Zl 06/11/100/0000446/2017;;1;17.16;23.00
RwZ;06/21/200/0000641/2017;2017-02-28;100-Serwis mechaniczny;Zl 06/11/100/0000446/2017;;1;13.32;18.76
RwZ;06/21/200/0000642/2017;2017-02-28;100-Serwis mechaniczny;Zl 06/11/100/0000445/2017;;1;249.15;439.40
RwZ;06/21/200/0000643/2017;2017-02-28;100-Serwis mechaniczny;Zl 06/11/100/0000448/2017;;11;469.34;944.63

Dealer Management System wer.4.14.554.0 Sporz¹dzi³: Administrator aplikacji 2017-06-27 12:57:34;;;;;strona 4 / 5;;;
OTH-405 Zestawienie dokumentów magazynowych za okres od 2017-02-01 do 2017-02-28Oddzia³ (06) 210-LEXUS WARSZAWA-PULAWSKA (210), Dzia³ (21) 210 MAGAZYN LEXUSPodsumowania po dokumentach w³asnychWybrano dokumenty z fakturami/specyfikacjami sprzeda¿y i bez faktur/specyfikacji sprzeda¿y;;;;;;;;;
Symb.dok.;Nr dokumentu;z dnia;;Komórka organizacyjnaKontrahent;Nr dokumentuzakupowego/sprzeda¿y/zlecenia;;Iloœæpozycji;Wart. wgcen zak.;Wart. wgcen sprz.
RwZ;06/21/200/0000644/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000447/2017;;11;596.02;958.04
RwZ;06/21/200/0000645/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000446/2017;;1;40.93;54.86
RwZ;06/21/200/0000646/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000449/2017;;6;259.54;713.73
RwZ;06/21/200/0000647/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000442/2017;;2;1818.69;2557.50
RwZ;06/21/200/0000648/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000334/2017;;1;58.47;78.38
RwZ;06/21/200/0000649/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000369/2017;;1;6.72;12.93
RwZ;06/21/200/0000650/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000452/2017;;8;193.74;513.95
RwZ;06/21/200/0000651/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000452/2017;;8;1611.67;2380.55
RwZ;06/21/200/0000652/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000362/2017;;1;2500.00;3303.40
RwZ;06/21/200/0000653/2017;2017-02-28;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000035/2017;;1;8.75;12.32
RwZ;06/21/201/0000021/2017;2017-02-01;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000019/2017;;15;9303.82;12678.45
RwZ;06/21/201/0000022/2017;2017-02-01;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000015/2017;;1;934.45;1316.12
RwZ;06/21/201/0000023/2017;2017-02-02;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000015/2017;;4;633.43;844.55
RwZ;06/21/201/0000024/2017;2017-02-03;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000015/2017;;2;797.87;1036.20
RwZ;06/21/201/0000025/2017;2017-02-03;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000010/2017;;7;8037.42;11257.15
RwZ;06/21/201/0000026/2017;2017-02-06;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000021/2017;;2;1437.21;1988.60
RwZ;06/21/201/0000027/2017;2017-02-06;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000011/2017;;8;4851.90;6731.59
RwZ;06/21/201/0000028/2017;2017-02-07;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000010/2017;;1;816.59;1060.50
RwZ;06/21/201/0000029/2017;2017-02-07;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000021/2017;;1;426.70;568.93
RwZ;06/21/201/0000030/2017;2017-02-09;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000023/2017;;2;1948.63;2611.65
RwZ;06/21/201/0000031/2017;2017-02-15;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000022/2017;;15;3085.79;4116.10
RwZ;06/21/201/0000032/2017;2017-02-15;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000026/2017;;7;1645.83;2289.22
RwZ;06/21/201/0000033/2017;2017-02-16;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000026/2017;;2;28.06;36.44
RwZ;06/21/201/0000034/2017;2017-02-16;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000027/2017;;7;4044.54;5536.45
RwZ;06/21/201/0000035/2017;2017-02-17;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000029/2017;;4;1207.17;1596.19
RwZ;06/21/201/0000036/2017;2017-02-20;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000030/2017;;10;3602.44;4935.70
RwZ;06/21/201/0000037/2017;2017-02-22;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000035/2017;;3;1919.40;2633.70
RwZ;06/21/201/0000038/2017;2017-02-23;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000036/2017;;1;426.00;111.95
RwZ;06/21/201/0000039/2017;2017-02-23;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000027/2017;;1;104.40;118.85
RwZ;06/21/201/0000040/2017;2017-02-24;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000027/2017;;1;6.43;10.15
RwZ;06/21/201/0000041/2017;2017-02-24;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000027/2017;;4;14.53;19.91
RwZ;06/21/201/0000042/2017;2017-02-24;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000035/2017;;1;1143.18;1524.24
RwZ;06/21/201/0000043/2017;2017-02-24;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000033/2017;;3;1967.70;2623.59
RwZ;06/21/201/0000044/2017;2017-02-28;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000032/2017;;6;3155.14;4206.84
RwZ;06/21/201/0000045/2017;2017-02-28;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000032/2017;;1;15.00;21.12
RwZ;06/21/201/0000046/2017;2017-02-28;;100-Serwis mechaniczny;Zl 06/11/100/0000451/2017;;1;2129.34;2765.38
RwZ;06/21/201/0000047/2017;2017-02-28;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000035/2017;;1;13.28;17.24
RwZ;06/21/201/0000048/2017;2017-02-28;;110-Serwis - blacharnia lakiernia;Zl 06/11/110/0000015/2017;;1;317.22;411.97
"Razem ""RwZ""";;;;;;;;206069.25;318286.10

ZwZ;06/21/200/0000018/2017;2017-02-03;;100-Serwis mechaniczny;Zl 06/11/100/0000278/2017;;1;14.39;19.29
ZwZ;06/21/200/0000019/2017;2017-02-07;;100-Serwis mechaniczny;Zl 06/11/100/0000222/2017;;1;221.69;280.62
ZwZ;06/21/200/0000020/2017;2017-02-13;;100-Serwis mechaniczny;Zl 06/11/100/0000360/2017;;1;9.10;15.88
ZwZ;06/21/200/0000021/2017;2017-02-14;;100-Serwis mechaniczny;Zl 06/11/100/0000360/2017;;1;59.42;81.95
ZwZ;06/21/200/0000022/2017;2017-02-14;;100-Serwis mechaniczny;Zl 06/11/100/0000361/2017;;2;1728.51;4380.00
ZwZ;06/21/200/0000023/2017;2017-02-15;;100-Serwis mechaniczny;Zl 06/11/100/0000340/2017;;1;205.05;259.56
ZwZ;06/21/200/0000024/2017;2017-02-16;;100-Serwis mechaniczny;Zl 06/11/100/0000379/2017;;1;16.88;23.13
ZwZ;06/21/200/0000025/2017;2017-02-16;;100-Serwis mechaniczny;Zl 06/11/100/0001683/2016;;1;2605.23;3297.76
ZwZ;06/21/200/0000026/2017;2017-02-16;;100-Serwis mechaniczny;Zl 06/11/100/0000389/2017;;1;6.72;12.93
ZwZ;06/21/200/0000027/2017;2017-02-17;;100-Serwis mechaniczny;Zl 06/11/100/0000390/2017;;1;133.49;230.16
ZwZ;06/21/200/0000028/2017;2017-02-17;;100-Serwis mechaniczny;Zl 06/11/100/0000391/2017;;2;99.27;137.90
ZwZ;06/21/200/0000029/2017;2017-02-17;;100-Serwis mechaniczny;Zl 06/11/100/0000394/2017;;1;14.39;19.29
ZwZ;06/21/200/0000030/2017;2017-02-20;;100-Serwis mechaniczny;Zl 06/11/100/0000401/2017;;1;133.49;230.16
ZwZ;06/21/200/0000031/2017;2017-02-21;;100-Serwis mechaniczny;Zl 06/11/100/0000401/2017;;1;22.04;38.00
ZwZ;06/21/200/0000032/2017;2017-02-21;;100-Serwis mechaniczny;Zl 06/11/100/0000399/2017;;1;17.16;23.00
ZwZ;06/21/200/0000033/2017;2017-02-21;;100-Serwis mechaniczny;Zl 06/11/100/0000399/2017;;1;203.01;270.68
ZwZ;06/21/200/0000034/2017;2017-02-22;;100-Serwis mechaniczny;Zl 06/11/100/0001683/2016;;7;5516.12;6986.62
ZwZ;06/21/200/0000035/2017;2017-02-22;;100-Serwis mechaniczny;Zl 06/11/100/0001683/2016;;8;10432.15;14281.34
ZwZ;06/21/200/0000036/2017;2017-02-22;;100-Serwis mechaniczny;Zl 06/11/100/0000192/2017;;17;5960.11;7429.05
ZwZ;06/21/200/0000037/2017;2017-02-23;;100-Serwis mechaniczny;Zl 06/11/100/0000413/2017;;1;74.43;260.32
